i,0
566,0.074
567,0.041
568,0.005
569,0.021
570,0.026
571,0.053
572,0.067
573,0.016
574,0.026
575,0.006
576,0.001
577,0.016
578,0.006
579,0.032
580,0.045
581,0.009
582,0.001
584,0.005
585,0.005
586,0.047
587,0.019
588,0.019
589,0.062
590,0.043
593,0.001
594,0.018
596,0.009
597,0.03
598,0.042
599,0.024
600,0.103
601,0.024
602,0.048
603,0.039
604,0.017
605,0.116
606,0.061
607,0.003
608,0.026
609,0.024
611,0.025
612,0.001
613,0.015
614,0.057
615,0.043
617,0.041
618,0.032
619,0.079
620,0.015
621,0.013
622,0.016
623,0.011
624,0.031
625,0.007
626,0.039
627,0.159
630,0.086
631,0.026
632,0.024
634,0.069
635,0.033
636,0.066
637,0.052
638,0.073
639,0.036
640,0.075
641,0.015
642,0.086
643,0.045
644,0.148
645,0.017
646,0.063
647,0.017
648,0.015
649,0.017
650,0.018
651,0.08
652,0.02
653,0.006
654,0.07
655,0.065
656,0.023
657,0.024
658,0.03
659,0.054
660,0.12
661,0.073
662,0.057
663,0.069
664,0.021
665,0.008
666,0.029
667,0.022
668,0.064
669,0.056
670,0.08
671,0.021
672,0.062
673,0.024
674,0.012
675,0.021
676,0.071
677,0.007
678,0.05
679,0.004
680,0.021
682,0.019
684,0.025
685,0.001
687,0.024
688,0.081
689,0.033
690,0.051
691,0.003
692,0.004
693,0.001
694,0.012
695,0.013
696,0.007
698,0.062
700,0.057
701,0.012
702,0.02
704,0.018
705,0.028
707,0.022
708,0.067
709,0.005
710,0.031
711,0.064
712,0.042
713,0.006
714,0.01
715,0.017
716,0.017
717,0.036
719,0.025
720,0.007
722,0.002
725,0.001
726,0.003
727,0.033
728,0.012
729,0.06
730,0.024
731,0.021
732,0.019
733,0.028
734,0.064
735,0.023
736,0.032
737,0.016
740,0.01
741,0.034
742,0.001
743,0.022
744,0.011
745,0.02
746,0.013
748,0.004
749,0.004
750,0.003
751,0.023
752,0.008
753,0.158
755,0.044
756,0.024
757,0.037
758,0.013
759,0.032
760,0.008
761,0.007
762,0.008
763,0.085
764,0.04
765,0.101
767,0.005
768,0.088
769,0.062
770,0.009
771,0.024
773,0.086
774,0.041
775,0.086
776,0.026
778,0.078
779,0.031
781,0.005
783,0.089
784,0.026
785,0.024
786,0.04
787,0.099
788,0.035
789,0.107
790,0.009
791,0.002
792,0.009
793,0.018
794,0.093
795,0.04
796,0.035
797,0.022
798,0.075
799,0.02
800,0.077
801,0.019
802,0.025
803,0.061
804,0.048
805,0.05
806,0.01
807,0.049
808,0.043
809,0.024
810,0.025
811,0.005
812,0.119
813,0.01
814,0.056
815,0.051
816,0.012
817,0.062
818,0.01
819,0.145
820,0.053
821,0.047
822,0.022
823,0.024
824,0.026
825,0.079
826,0.019
827,0.002
828,0.114
829,0.005
830,0.092
831,0.141
833,0.007
834,0.031
835,0.047
836,0.005
837,0.055
838,0.057
839,0.034
840,0.003
841,0.008
842,0.003
843,0.003
844,0.008
845,0.01
846,0.03
847,0.118
848,0.027
849,0.002
850,0.009
851,0.08
852,0.019
853,0.018
854,0.022
855,0.01
856,0.008
857,0.049
859,0.064
860,0.044
861,0.133
863,0.001
864,0.033
866,0.006
868,0.023
869,0.033
870,0.007
871,0.059
872,0.014
873,0.012
874,0.017
875,0.062
876,0.034
878,0.05
879,0.018
880,0.008
881,0.016
882,0.101
883,0.004
884,0.036
885,0.019
886,0.003
887,0.031
888,0.043
890,0.092
891,0.022
892,0.037
893,0.031
894,0.013
895,0.026
896,0.029
897,0.039
898,0.001
899,0.006
900,0.052
902,0.014
903,0.038
904,0.01
905,0.006
906,0.028
907,0.023
908,0.013
909,0.024
910,0.039
911,0.006
912,0.05
913,0.035
914,0.027
915,0.103
916,0.026
917,0.118
918,0.008
919,0.077
920,0.033
921,0.029
922,0.03
923,0.075
924,0.008
926,0.004
927,0.004
928,0.082
929,0.015
930,0.034
931,0.022
932,0.003
933,0.032
934,0.009
935,0.028
936,0.015
937,0.033
938,0.048
939,0.009
940,0.015
941,0.071
942,0.007
943,0.12
944,0.067
945,0.074
947,0.05
948,0.014
949,0.031
950,0.025
951,0.002
952,0.036
953,0.022
954,0.051
955,0.035
956,0.099
957,0.006
958,0.005
959,0.053
960,0.001
961,0.055
962,0.014
963,0.041
964,0.007
965,0.05
966,0.058
967,0.062
968,0.074
970,0.007
971,0.055
972,0.085
973,0.065
974,0.016
975,0.118
976,0.003
977,0.012
978,0.018
979,0.052
980,0.079
981,0.058
982,0.339
983,0.086
984,0.011
985,0.002
986,0.027
987,0.017
988,0.021
989,0.073
990,0.046
991,0.056
992,0.03
993,0.012
994,0.019
995,0.082
997,0.009
998,0.002
999,0.006
1000,0.017
1001,0.055
1002,0.003
1003,0.018
1004,0.007
1005,0.001
1006,0.019
1007,0.01
1008,0.033
1009,0.013
1011,0.011
1012,0.011
1013,0.031
1014,0.01
1016,0.019
1017,0.032
1018,0.002
1019,0.016
1020,0.003
1023,0.01
1024,0.019
1025,0.006
1026,0.017
1027,0.001
1028,0.007
1029,0.019
1030,0.012
1031,0.003
1032,0.041
1033,0.017
1034,0.014
1035,0.076
1036,0.005
1037,0.052
1038,0.043
1040,0.003
1042,0.031
1044,0.032
1045,0.014
1046,0.072
1047,0.038
1049,0.005
1050,0.105
1051,0.037
1052,0.005
1053,0.065
1054,0.044
1056,0.005
1057,0.011
1058,0.061
1059,0.002
1060,0.045
1061,0.065
1062,0.003
1063,0.007
1064,0.016
1065,0.079
1066,0.01
1067,0.012
1068,0.005
1069,0.018
1070,0.016
1071,0.068
1072,0.101
1073,0.008
1075,0.006
1076,0.013
1077,0.014
1078,0.069
1079,0.029
1080,0.057
1081,0.039
1082,0.043
1083,0.03
1084,0.065
1085,0.044
1087,0.116
1088,0.015
1089,0.033
1090,0.021
1091,0.048
1092,0.041
1093,0.026
1094,0.023
1096,0.007
1097,0.007
1098,0.015
1099,0.028
1100,0.006
1101,0.021
1103,0.029
1104,0.013
1105,0.009
1106,0.018
1107,0.024
1108,0.005
1109,0.007
1110,0.009
1111,0.004
1112,0.027
1113,0.002
1114,0.002
1115,0.016
1116,0.177
1117,0.001
1118,0.017
1119,0.068
1120,0.035
1121,0.017
1122,0.001
1123,0.035
1124,0.05
1125,0.052
1126,0.071
1127,0.018
1128,0.033
1129,0.019
1130,0.044
1131,0.006
1133,0.015
1134,0.022
1135,0.003
1136,0.023
1137,0.025
1138,0.011
1139,0.009
1140,0.003
1141,0.035
1142,0.003
1143,0.031
1144,0.001
1145,0.031
1146,0.018
1147,0.009
1148,0.067
1149,0.085
1150,0.006
1151,0.051
1152,0.001
1153,0.025
1154,0.066
1155,0.002
1156,0.027
1157,0.025
1158,0.008
1159,0.003
1160,0.039
1161,0.013
1162,0.058
1163,0.037
1164,0.011
1165,0.095
1166,0.014
1167,0.016
1168,0.008
1169,0.017
1170,0.001
1171,0.034
1172,0.116
1173,0.066
1174,0.025
1175,0.08
1176,0.035
1177,0.02
1178,0.03
1179,0.021
1180,0.009
1181,0.091
1182,0.017
1183,0.033
1184,0.107
1185,0.121
1186,0.011
1187,0.023
1188,0.006
1189,0.057
1190,0.02
1191,0.016
1192,0.012
1193,0.003
1194,0.016
1195,0.005
1197,0.034
1198,0.026
1199,0.042
1200,0.004
1201,0.022
1202,0.014
1203,0.024
1204,0.025
1205,0.002
1206,0.013
1208,0.002
1209,0.029
1210,0.016
1211,0.004
1212,0.004
1213,0.015
1214,0.012
1215,0.012
1216,0.019
1217,0.007
1218,0.019
1220,0.016
1221,0.007
1222,0.027
1223,0.002
1224,0.023
1225,0.013
1226,0.009
1227,0.004
1228,0.001
1229,0.001
1230,0.005
1231,0.031
1232,0.005
1233,0.02
1234,0.01
1235,0.047
1236,0.04
1237,0.048
1238,0.061
1239,0.036
1240,0.021
1241,0.011
1242,0.047
1243,0.022
1244,0.016
1246,0.017
1247,0.03
1248,0.005
1249,0.005
1250,0.097
1251,0.066
1252,0.09
1254,0.042
1255,0.004
1256,0.012
1257,0.009
1259,0.016
1260,0.053
1263,0.08
1264,0.113
1265,0.011
1266,0.119
1267,0.032
1268,0.048
1269,0.041
1270,0.002
1271,0.04
1272,0.003
1273,0.061
1274,0.015
1275,0.051
1276,0.015
1277,0.062
1278,0.005
1279,0.087
1280,0.003
1281,0.007
1282,0.011
1284,0.072
1285,0.004
1286,0.012
1287,0.014
1288,0.01
1289,0.024
1290,0.102
1291,0.005
1292,0.005
1294,0.004
1295,0.001
1296,0.006
1297,0.003
1298,0.054
1299,0.037
1300,0.008
1301,0.001
1302,0.001
1303,0.156
1304,0.057
1305,0.015
1306,0.021
1307,0.017
1308,0.015
1310,0.069
1311,0.013
1313,0.035
1314,0.014
1315,0.036
1316,0.071
1317,0.044
1319,0.077
1321,0.107
1322,0.013
1323,0.002
1324,0.005
1326,0.149
1327,0.012
1329,0.007
1331,0.038
1332,0.009
1333,0.002
1334,0.014
1335,0.037
1336,0.065
1337,0.079
1338,0.014
1339,0.089
1340,0.018
1341,0.006
1342,0.018
1343,0.024
1344,0.169
1345,0.006
1346,0.021
1348,0.076
1350,0.081
1351,0.015
1352,0.044
1353,0.014
1354,0.019
1355,0.08
1358,0.054
1359,0.013
1361,0.083
1362,0.025
1363,0.033
1364,0.079
1366,0.035
1367,0.02
1368,0.011
1369,0.017
1370,0.079
1371,0.019
1372,0.041
1373,0.023
1374,0.007
1375,0.026
1376,0.082
1377,0.117
1378,0.006
1379,0.022
1380,0.028
1381,0.107
1382,0.024
1383,0.012
1384,0.025
1385,0.052
1386,0.12
1387,0.096
1388,0.001
1389,0.027
1390,0.044
1392,0.019
1393,0.02
1394,0.002
1395,0.087
1396,0.001
1397,0.035
1398,0.024
1399,0.017
1400,0.059
1401,0.022
1402,0.011
1403,0.065
1404,0.042
1405,0.07
1406,0.071
1407,0.019
1409,0.028
1410,0.063
1411,0.008
1412,0.002
1413,0.085
1414,0.039
1416,0.032
1417,0.026
1418,0.02
1420,0.035
1421,0.004
1422,0.04
1423,0.047
1424,0.047
1425,0.037
1426,0.098
1427,0.053
1428,0.028
1429,0.062
1430,0.005
1431,0.003
1432,0.046
1433,0.017
1434,0.016
1435,0.05
1436,0.021
1437,0.049
1438,0.014
1439,0.052
1440,0.068
1441,0.013
1442,0.004
1443,0.006
1445,0.014
1446,0.1
1448,0.093
1450,0.016
1451,0.006
1452,0.038
1453,0.048
1454,0.027
1455,0.047
1456,0.128
1457,0.072
1458,0.071
1459,0.019
1460,0.047
1461,0.028
1462,0.012
1463,0.046
1464,0.072
1465,0.101
1466,0.048
1467,0.024
1468,0.07
1469,0.045
1470,0.004
1471,0.016
1472,0.037
1473,0.042
1474,0.014
1475,0.122
1476,0.03
1477,0.013
1478,0.013
1479,0.05
1481,0.028
1482,0.003
1483,0.065
1484,0.06
1485,0.037
1486,0.058
1487,0.035
1488,0.106
1489,0.026
1490,0.026
1491,0.005
1492,0.044
1493,0.036
1494,0.021
1495,0.004
1496,0.005
1497,0.014
1498,0.02
1499,0.063
1500,0.044
1501,0.011
1502,0.078
1503,0.013
1504,0.057
1505,0.05
1506,0.012
1507,0.073
1508,0.056
1510,0.044
1511,0.056
1512,0.052
1513,0.029
1514,0.048
1515,0.067
1516,0.013
1517,0.01
1518,0.026
1519,0.01
1520,0.003
1521,0.013
1522,0.051
1523,0.067
1524,0.086
1525,0.013
1526,0.112
1527,0.003
1528,0.039
1529,0.037
1530,0.065
1531,0.048
1532,0.027
1533,0.013
1534,0.024
1535,0.013
1536,0.008
1537,0.007
1538,0.038
1539,0.033
1540,0.042
1541,0.024
1542,0.032
1543,0.016
1544,0.024
1545,0.117
1546,0.011
1547,0.032
1548,0.01
1549,0.02
1551,0.004
1552,0.045
1553,0.026
1554,0.033
1555,0.001
1556,0.081
1557,0.074
1558,0.153
1559,0.02
1560,0.08
1561,0.035
1562,0.048
1563,0.025
1565,0.068
1566,0.04
1567,0.009
1568,0.001
1569,0.078
1570,0.042
1571,0.018
1572,0.036
1574,0.111
1575,0.008
1576,0.009
1577,0.074
1578,0.029
1579,0.032
1580,0.08
1581,0.072
1582,0.013
1583,0.021
1584,0.021
1585,0.038
1586,0.011
1587,0.011
1588,0.025
1589,0.132
1590,0.04
1591,0.043
